Business_name,latitude,longitude,zipcode,category,lifeline_num,lifeline_name,Source
Koba Sushi,29.707087490889222,-95.63581281841113,77083,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Sheriff's Cuisine Houston,29.753292620321,-95.3723074123263,77002,fooddeliveryservices,2,"Food, water, sheltering",Yelp
B's African Kitchen,29.762266556104347,-95.36172192759783,77002,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Epicurean Group,29.762441,-95.405185,77007,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Kolache Kings,29.8021297454834,-95.4838790893555,77055,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Veganish,29.7604267,-95.3698028,70055,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Vital Kitchen,29.759956,-95.362534,77005,fooddeliveryservices,2,"Food, water, sheltering",Yelp
P.Za Kitchen,29.7202758789062,-95.4207382202148,77005,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Tacos Tierra Caliente,29.73829,-95.40826,77098,foodtrucks,2,"Food, water, sheltering",Yelp
Gyro King,29.698073,-95.387614,77054,foodtrucks,2,"Food, water, sheltering",Yelp
Oh My Gogi!,29.7164422761895,-95.414836290213,77401,foodtrucks,2,"Food, water, sheltering",Yelp
The Waffle Bus,29.802484,-95.4104406,77008,foodtrucks,2,"Food, water, sheltering",Yelp
The DoughCone,29.7622137,-95.3760783,77077,foodtrucks,2,"Food, water, sheltering",Yelp
El Taconazo,29.79624,-95.36723,77009,foodtrucks,2,"Food, water, sheltering",Yelp
Midwest Coney Connection,29.7364284,-95.4760301,77057,foodtrucks,2,"Food, water, sheltering",Yelp
Flip 'n Patties - Houston,29.7489188,-95.6244796,77007,foodtrucks,2,"Food, water, sheltering",Yelp
Nom Mi Street,29.72768,-95.36291,77004,foodtrucks,2,"Food, water, sheltering",Yelp
Friohana,29.7619147830435,-95.3755289797623,77007,foodtrucks,2,"Food, water, sheltering",Yelp
Coreanos,29.6915307,-95.3900697,77054,foodtrucks,2,"Food, water, sheltering",Yelp
Ultimo Taco Truck,29.8025878,-95.4804593,77055,foodtrucks,2,"Food, water, sheltering",Yelp
Wokker Food Truck,29.76927,-95.41438,77007,foodtrucks,2,"Food, water, sheltering",Yelp
Foreign Policy,29.7194347381592,-95.4214096069336,77005,foodtrucks,2,"Food, water, sheltering",Yelp
Sticky's Chicken,29.7995924,-95.4201377,77008,foodtrucks,2,"Food, water, sheltering",Yelp
Seoulside Wings,29.795921539148683,-95.54446678465028,77080,foodtrucks,2,"Food, water, sheltering",Yelp
La Super Hueva Tacos y Tortas,29.737219,-95.552623,77042,foodtrucks,2,"Food, water, sheltering",Yelp
Taco Fuego,29.74268163066458,-95.40344140234798,77098,foodtrucks,2,"Food, water, sheltering",Yelp
Houston Sauce Pit,29.72632,-95.37731,77004,foodtrucks,2,"Food, water, sheltering",Yelp
Coffee-Q,29.7226889,-95.37048270000001,77004,foodtrucks,2,"Food, water, sheltering",Yelp
Gyro King,29.698073,-95.387614,77054,foodtrucks,2,"Food, water, sheltering",Yelp
Oh My Gogi!,29.7164422761895,-95.414836290213,77401,foodtrucks,2,"Food, water, sheltering",Yelp
The Waffle Bus,29.802484,-95.4104406,77008,foodtrucks,2,"Food, water, sheltering",Yelp
The DoughCone,29.7622137,-95.3760783,77077,foodtrucks,2,"Food, water, sheltering",Yelp
El Taconazo,29.79624,-95.36723,77009,foodtrucks,2,"Food, water, sheltering",Yelp
Midwest Coney Connection,29.7364284,-95.4760301,77057,foodtrucks,2,"Food, water, sheltering",Yelp
Flip 'n Patties - Houston,29.7489188,-95.6244796,77007,foodtrucks,2,"Food, water, sheltering",Yelp
Nom Mi Street,29.72768,-95.36291,77004,foodtrucks,2,"Food, water, sheltering",Yelp
Friohana,29.7619147830435,-95.3755289797623,77007,foodtrucks,2,"Food, water, sheltering",Yelp
Coreanos,29.6915307,-95.3900697,77054,foodtrucks,2,"Food, water, sheltering",Yelp
Ultimo Taco Truck,29.8025878,-95.4804593,77055,foodtrucks,2,"Food, water, sheltering",Yelp
Wokker Food Truck,29.76927,-95.41438,77007,foodtrucks,2,"Food, water, sheltering",Yelp
Foreign Policy,29.7194347381592,-95.4214096069336,77005,foodtrucks,2,"Food, water, sheltering",Yelp
Sticky's Chicken,29.7995924,-95.4201377,77008,foodtrucks,2,"Food, water, sheltering",Yelp
Seoulside Wings,29.795921539148683,-95.54446678465028,77080,foodtrucks,2,"Food, water, sheltering",Yelp
La Super Hueva Tacos y Tortas,29.737219,-95.552623,77042,foodtrucks,2,"Food, water, sheltering",Yelp
Taco Fuego,29.74268163066458,-95.40344140234798,77098,foodtrucks,2,"Food, water, sheltering",Yelp
Houston Sauce Pit,29.72632,-95.37731,77004,foodtrucks,2,"Food, water, sheltering",Yelp
Coffee-Q,29.7226889,-95.37048270000001,77004,foodtrucks,2,"Food, water, sheltering",Yelp
Yummy's Bite,29.7363133,-95.476127,77056,foodtrucks,2,"Food, water, sheltering",Yelp
Oh My Gogi!,29.7164422761895,-95.414836290213,77401,foodtrucks,2,"Food, water, sheltering",Yelp
The Waffle Bus,29.802484,-95.4104406,77008,foodtrucks,2,"Food, water, sheltering",Yelp
The DoughCone,29.7622137,-95.3760783,77077,foodtrucks,2,"Food, water, sheltering",Yelp
El Taconazo,29.79624,-95.36723,77009,foodtrucks,2,"Food, water, sheltering",Yelp
Midwest Coney Connection,29.7364284,-95.4760301,77057,foodtrucks,2,"Food, water, sheltering",Yelp
Flip 'n Patties - Houston,29.7489188,-95.6244796,77007,foodtrucks,2,"Food, water, sheltering",Yelp
Nom Mi Street,29.72768,-95.36291,77004,foodtrucks,2,"Food, water, sheltering",Yelp
Friohana,29.7619147830435,-95.3755289797623,77007,foodtrucks,2,"Food, water, sheltering",Yelp
Coreanos,29.6915307,-95.3900697,77054,foodtrucks,2,"Food, water, sheltering",Yelp
Ultimo Taco Truck,29.8025878,-95.4804593,77055,foodtrucks,2,"Food, water, sheltering",Yelp
Wokker Food Truck,29.76927,-95.41438,77007,foodtrucks,2,"Food, water, sheltering",Yelp
Foreign Policy,29.7194347381592,-95.4214096069336,77005,foodtrucks,2,"Food, water, sheltering",Yelp
Sticky's Chicken,29.7995924,-95.4201377,77008,foodtrucks,2,"Food, water, sheltering",Yelp
Seoulside Wings,29.795921539148683,-95.54446678465028,77080,foodtrucks,2,"Food, water, sheltering",Yelp
La Super Hueva Tacos y Tortas,29.737219,-95.552623,77042,foodtrucks,2,"Food, water, sheltering",Yelp
Taco Fuego,29.74268163066458,-95.40344140234798,77098,foodtrucks,2,"Food, water, sheltering",Yelp
Houston Sauce Pit,29.72632,-95.37731,77004,foodtrucks,2,"Food, water, sheltering",Yelp
Coffee-Q,29.7226889,-95.37048270000001,77004,foodtrucks,2,"Food, water, sheltering",Yelp
Yummy's Bite,29.7363133,-95.476127,77056,foodtrucks,2,"Food, water, sheltering",Yelp
SAM’WICH,29.735843658447266,-95.51969909667969,77063,foodtrucks,2,"Food, water, sheltering",Yelp
The Waffle Bus,29.802484,-95.4104406,77008,foodtrucks,2,"Food, water, sheltering",Yelp
The DoughCone,29.7622137,-95.3760783,77077,foodtrucks,2,"Food, water, sheltering",Yelp
El Taconazo,29.79624,-95.36723,77009,foodtrucks,2,"Food, water, sheltering",Yelp
Midwest Coney Connection,29.7364284,-95.4760301,77057,foodtrucks,2,"Food, water, sheltering",Yelp
Flip 'n Patties - Houston,29.7489188,-95.6244796,77007,foodtrucks,2,"Food, water, sheltering",Yelp
Nom Mi Street,29.72768,-95.36291,77004,foodtrucks,2,"Food, water, sheltering",Yelp
Friohana,29.7619147830435,-95.3755289797623,77007,foodtrucks,2,"Food, water, sheltering",Yelp
Coreanos,29.6915307,-95.3900697,77054,foodtrucks,2,"Food, water, sheltering",Yelp
Ultimo Taco Truck,29.8025878,-95.4804593,77055,foodtrucks,2,"Food, water, sheltering",Yelp
Wokker Food Truck,29.76927,-95.41438,77007,foodtrucks,2,"Food, water, sheltering",Yelp
Foreign Policy,29.7194347381592,-95.4214096069336,77005,foodtrucks,2,"Food, water, sheltering",Yelp
Sticky's Chicken,29.7995924,-95.4201377,77008,foodtrucks,2,"Food, water, sheltering",Yelp
Seoulside Wings,29.795921539148683,-95.54446678465028,77080,foodtrucks,2,"Food, water, sheltering",Yelp
La Super Hueva Tacos y Tortas,29.737219,-95.552623,77042,foodtrucks,2,"Food, water, sheltering",Yelp
Taco Fuego,29.74268163066458,-95.40344140234798,77098,foodtrucks,2,"Food, water, sheltering",Yelp
Houston Sauce Pit,29.72632,-95.37731,77004,foodtrucks,2,"Food, water, sheltering",Yelp
Coffee-Q,29.7226889,-95.37048270000001,77004,foodtrucks,2,"Food, water, sheltering",Yelp
Yummy's Bite,29.7363133,-95.476127,77056,foodtrucks,2,"Food, water, sheltering",Yelp
SAM’WICH,29.735843658447266,-95.51969909667969,77063,foodtrucks,2,"Food, water, sheltering",Yelp
Main Chick,29.742434,-95.403258,77098,foodtrucks,2,"Food, water, sheltering",Yelp
Central Market,29.741075,-95.443375,77027,grocery,2,"Food, water, sheltering",Yelp
Phoenicia Specialty Foods,29.7541785216381,-95.3618600391189,77010,grocery,2,"Food, water, sheltering",Yelp
Trader Joe's,29.73921828682346,-95.41131934723869,77098,grocery,2,"Food, water, sheltering",Yelp
Lankford Grocery,29.75005,-95.38382,77006,grocery,2,"Food, water, sheltering",Yelp
Trader Joe's,29.7527195,-95.5016658,77057,grocery,2,"Food, water, sheltering",Yelp
Henderson & Kane,29.76597,-95.37954,77007,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.787481,-95.532071,77055,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.7262356,-95.4277387,77005,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.7382427506137,-95.4025777883716,77098,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.749298,-95.46192,77056,grocery,2,"Food, water, sheltering",Yelp
Angelo'z,29.691598,-95.412117,77054,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.758033,-95.397559,77019,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.7494143221759,-95.4849283242679,77057,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.739315,-95.418147,77098,grocery,2,"Food, water, sheltering",Yelp
Sprouts Farmers Market,29.774558,-95.400099,77007,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.70693,-95.441443,77025,grocery,2,"Food, water, sheltering",Yelp
H Mart - Bellaire,29.706247,-95.554071,77036,grocery,2,"Food, water, sheltering",Yelp
Gerardo's Drive-In,29.798404,-95.362648,77009,grocery,2,"Food, water, sheltering",Yelp
Kroger,29.7272372498503,-95.430595337362,77005,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.8072765953861,-95.4088655859232,77008,grocery,2,"Food, water, sheltering",Yelp
Phoenicia Specialty Foods,29.7541785216381,-95.3618600391189,77010,grocery,2,"Food, water, sheltering",Yelp
Trader Joe's,29.73921828682346,-95.41131934723869,77098,grocery,2,"Food, water, sheltering",Yelp
Lankford Grocery,29.75005,-95.38382,77006,grocery,2,"Food, water, sheltering",Yelp
Trader Joe's,29.7527195,-95.5016658,77057,grocery,2,"Food, water, sheltering",Yelp
Henderson & Kane,29.76597,-95.37954,77007,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.787481,-95.532071,77055,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.7262356,-95.4277387,77005,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.7382427506137,-95.4025777883716,77098,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.749298,-95.46192,77056,grocery,2,"Food, water, sheltering",Yelp
Angelo'z,29.691598,-95.412117,77054,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.758033,-95.397559,77019,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.7494143221759,-95.4849283242679,77057,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.739315,-95.418147,77098,grocery,2,"Food, water, sheltering",Yelp
Sprouts Farmers Market,29.774558,-95.400099,77007,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.70693,-95.441443,77025,grocery,2,"Food, water, sheltering",Yelp
H Mart - Bellaire,29.706247,-95.554071,77036,grocery,2,"Food, water, sheltering",Yelp
Gerardo's Drive-In,29.798404,-95.362648,77009,grocery,2,"Food, water, sheltering",Yelp
Kroger,29.7272372498503,-95.430595337362,77005,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.8072765953861,-95.4088655859232,77008,grocery,2,"Food, water, sheltering",Yelp
Kroger,29.7898490504019,-95.4099213023992,77008,grocery,2,"Food, water, sheltering",Yelp
Trader Joe's,29.73921828682346,-95.41131934723869,77098,grocery,2,"Food, water, sheltering",Yelp
Lankford Grocery,29.75005,-95.38382,77006,grocery,2,"Food, water, sheltering",Yelp
Trader Joe's,29.7527195,-95.5016658,77057,grocery,2,"Food, water, sheltering",Yelp
Henderson & Kane,29.76597,-95.37954,77007,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.787481,-95.532071,77055,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.7262356,-95.4277387,77005,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.7382427506137,-95.4025777883716,77098,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.749298,-95.46192,77056,grocery,2,"Food, water, sheltering",Yelp
Angelo'z,29.691598,-95.412117,77054,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.758033,-95.397559,77019,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.7494143221759,-95.4849283242679,77057,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.739315,-95.418147,77098,grocery,2,"Food, water, sheltering",Yelp
Sprouts Farmers Market,29.774558,-95.400099,77007,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.70693,-95.441443,77025,grocery,2,"Food, water, sheltering",Yelp
H Mart - Bellaire,29.706247,-95.554071,77036,grocery,2,"Food, water, sheltering",Yelp
Gerardo's Drive-In,29.798404,-95.362648,77009,grocery,2,"Food, water, sheltering",Yelp
Kroger,29.7272372498503,-95.430595337362,77005,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.8072765953861,-95.4088655859232,77008,grocery,2,"Food, water, sheltering",Yelp
Kroger,29.7898490504019,-95.4099213023992,77008,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.8139,-95.39812787281117,77018,grocery,2,"Food, water, sheltering",Yelp
Lankford Grocery,29.75005,-95.38382,77006,grocery,2,"Food, water, sheltering",Yelp
Trader Joe's,29.7527195,-95.5016658,77057,grocery,2,"Food, water, sheltering",Yelp
Henderson & Kane,29.76597,-95.37954,77007,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.787481,-95.532071,77055,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.7262356,-95.4277387,77005,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.7382427506137,-95.4025777883716,77098,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.749298,-95.46192,77056,grocery,2,"Food, water, sheltering",Yelp
Angelo'z,29.691598,-95.412117,77054,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.758033,-95.397559,77019,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.7494143221759,-95.4849283242679,77057,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.739315,-95.418147,77098,grocery,2,"Food, water, sheltering",Yelp
Sprouts Farmers Market,29.774558,-95.400099,77007,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.70693,-95.441443,77025,grocery,2,"Food, water, sheltering",Yelp
H Mart - Bellaire,29.706247,-95.554071,77036,grocery,2,"Food, water, sheltering",Yelp
Gerardo's Drive-In,29.798404,-95.362648,77009,grocery,2,"Food, water, sheltering",Yelp
Kroger,29.7272372498503,-95.430595337362,77005,grocery,2,"Food, water, sheltering",Yelp
H-E-B,29.8072765953861,-95.4088655859232,77008,grocery,2,"Food, water, sheltering",Yelp
Kroger,29.7898490504019,-95.4099213023992,77008,grocery,2,"Food, water, sheltering",Yelp
Whole Foods Market,29.8139,-95.39812787281117,77018,grocery,2,"Food, water, sheltering",Yelp
Walmart Supercenter,29.7885,-95.46611,77055,grocery,2,"Food, water, sheltering",Yelp
H Mart - Houston,29.792381,-95.520719,77055,intlgrocery,2,"Food, water, sheltering",Yelp
99 Ranch Market,29.78549,-95.52275,77055,intlgrocery,2,"Food, water, sheltering",Yelp
Viet Hoa International Foods,29.6887780336866,-95.5597069998297,77072,intlgrocery,2,"Food, water, sheltering",Yelp
Welcome Food Center,29.7065963523377,-95.5446964604557,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Jusgo Supermarket,29.7058691387974,-95.5469119430781,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Golden Grain,29.6815831,-95.4797054,77096,intlgrocery,2,"Food, water, sheltering",Yelp
Russian General Store,29.6768684,-95.4933931,77096,intlgrocery,2,"Food, water, sheltering",Yelp
Great Wall Supermarket,29.702948,-95.554134,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Keemat Grocers,29.721866,-95.500556,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Polish Food Store & Deli,29.8057991293831,-95.52407895159,77080,intlgrocery,2,"Food, water, sheltering",Yelp
Al Ameen Grocery & Halal Meat Market,29.6841,-95.39154,77054,intlgrocery,2,"Food, water, sheltering",Yelp
Bahel Ethiopian Mart And Dining,29.70979167,-95.47609117,77081,intlgrocery,2,"Food, water, sheltering",Yelp
Two Brothers Halal Market,29.7881461799496,-95.5492617832408,77043,intlgrocery,2,"Food, water, sheltering",Yelp
Almadina Supermarket,29.73096,-95.50175,77057,intlgrocery,2,"Food, water, sheltering",Yelp
india mart,29.7216784461,-95.5012948439,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Souq International Market,29.729496,-95.519921,77063,intlgrocery,2,"Food, water, sheltering",Yelp
Cherry Foodarama,29.69279,-95.41448167,77025,intlgrocery,2,"Food, water, sheltering",Yelp
Subhlaxmi Grocers,29.716928,-95.50011,77074,intlgrocery,2,"Food, water, sheltering",Yelp
Filtex - South,29.705061,-95.511372,77074,intlgrocery,2,"Food, water, sheltering",Yelp
Alrahman Food Store,29.72062,-95.5345,77063,intlgrocery,2,"Food, water, sheltering",Yelp
99 Ranch Market,29.78549,-95.52275,77055,intlgrocery,2,"Food, water, sheltering",Yelp
Viet Hoa International Foods,29.6887780336866,-95.5597069998297,77072,intlgrocery,2,"Food, water, sheltering",Yelp
Welcome Food Center,29.7065963523377,-95.5446964604557,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Jusgo Supermarket,29.7058691387974,-95.5469119430781,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Golden Grain,29.6815831,-95.4797054,77096,intlgrocery,2,"Food, water, sheltering",Yelp
Russian General Store,29.6768684,-95.4933931,77096,intlgrocery,2,"Food, water, sheltering",Yelp
Great Wall Supermarket,29.702948,-95.554134,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Keemat Grocers,29.721866,-95.500556,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Polish Food Store & Deli,29.8057991293831,-95.52407895159,77080,intlgrocery,2,"Food, water, sheltering",Yelp
Al Ameen Grocery & Halal Meat Market,29.6841,-95.39154,77054,intlgrocery,2,"Food, water, sheltering",Yelp
Bahel Ethiopian Mart And Dining,29.70979167,-95.47609117,77081,intlgrocery,2,"Food, water, sheltering",Yelp
Two Brothers Halal Market,29.7881461799496,-95.5492617832408,77043,intlgrocery,2,"Food, water, sheltering",Yelp
Almadina Supermarket,29.73096,-95.50175,77057,intlgrocery,2,"Food, water, sheltering",Yelp
india mart,29.7216784461,-95.5012948439,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Souq International Market,29.729496,-95.519921,77063,intlgrocery,2,"Food, water, sheltering",Yelp
Cherry Foodarama,29.69279,-95.41448167,77025,intlgrocery,2,"Food, water, sheltering",Yelp
Subhlaxmi Grocers,29.716928,-95.50011,77074,intlgrocery,2,"Food, water, sheltering",Yelp
Filtex - South,29.705061,-95.511372,77074,intlgrocery,2,"Food, water, sheltering",Yelp
Alrahman Food Store,29.72062,-95.5345,77063,intlgrocery,2,"Food, water, sheltering",Yelp
Thang Hung Food Market,29.8217451,-95.5251014,77080,intlgrocery,2,"Food, water, sheltering",Yelp
Viet Hoa International Foods,29.6887780336866,-95.5597069998297,77072,intlgrocery,2,"Food, water, sheltering",Yelp
Welcome Food Center,29.7065963523377,-95.5446964604557,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Jusgo Supermarket,29.7058691387974,-95.5469119430781,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Golden Grain,29.6815831,-95.4797054,77096,intlgrocery,2,"Food, water, sheltering",Yelp
Russian General Store,29.6768684,-95.4933931,77096,intlgrocery,2,"Food, water, sheltering",Yelp
Great Wall Supermarket,29.702948,-95.554134,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Keemat Grocers,29.721866,-95.500556,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Polish Food Store & Deli,29.8057991293831,-95.52407895159,77080,intlgrocery,2,"Food, water, sheltering",Yelp
Al Ameen Grocery & Halal Meat Market,29.6841,-95.39154,77054,intlgrocery,2,"Food, water, sheltering",Yelp
Bahel Ethiopian Mart And Dining,29.70979167,-95.47609117,77081,intlgrocery,2,"Food, water, sheltering",Yelp
Two Brothers Halal Market,29.7881461799496,-95.5492617832408,77043,intlgrocery,2,"Food, water, sheltering",Yelp
Almadina Supermarket,29.73096,-95.50175,77057,intlgrocery,2,"Food, water, sheltering",Yelp
india mart,29.7216784461,-95.5012948439,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Souq International Market,29.729496,-95.519921,77063,intlgrocery,2,"Food, water, sheltering",Yelp
Cherry Foodarama,29.69279,-95.41448167,77025,intlgrocery,2,"Food, water, sheltering",Yelp
Subhlaxmi Grocers,29.716928,-95.50011,77074,intlgrocery,2,"Food, water, sheltering",Yelp
Filtex - South,29.705061,-95.511372,77074,intlgrocery,2,"Food, water, sheltering",Yelp
Alrahman Food Store,29.72062,-95.5345,77063,intlgrocery,2,"Food, water, sheltering",Yelp
Thang Hung Food Market,29.8217451,-95.5251014,77080,intlgrocery,2,"Food, water, sheltering",Yelp
I-Fresh,29.718762,-95.539282,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Welcome Food Center,29.7065963523377,-95.5446964604557,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Jusgo Supermarket,29.7058691387974,-95.5469119430781,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Golden Grain,29.6815831,-95.4797054,77096,intlgrocery,2,"Food, water, sheltering",Yelp
Russian General Store,29.6768684,-95.4933931,77096,intlgrocery,2,"Food, water, sheltering",Yelp
Great Wall Supermarket,29.702948,-95.554134,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Keemat Grocers,29.721866,-95.500556,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Polish Food Store & Deli,29.8057991293831,-95.52407895159,77080,intlgrocery,2,"Food, water, sheltering",Yelp
Al Ameen Grocery & Halal Meat Market,29.6841,-95.39154,77054,intlgrocery,2,"Food, water, sheltering",Yelp
Bahel Ethiopian Mart And Dining,29.70979167,-95.47609117,77081,intlgrocery,2,"Food, water, sheltering",Yelp
Two Brothers Halal Market,29.7881461799496,-95.5492617832408,77043,intlgrocery,2,"Food, water, sheltering",Yelp
Almadina Supermarket,29.73096,-95.50175,77057,intlgrocery,2,"Food, water, sheltering",Yelp
india mart,29.7216784461,-95.5012948439,77036,intlgrocery,2,"Food, water, sheltering",Yelp
Souq International Market,29.729496,-95.519921,77063,intlgrocery,2,"Food, water, sheltering",Yelp
Cherry Foodarama,29.69279,-95.41448167,77025,intlgrocery,2,"Food, water, sheltering",Yelp
Subhlaxmi Grocers,29.716928,-95.50011,77074,intlgrocery,2,"Food, water, sheltering",Yelp
Filtex - South,29.705061,-95.511372,77074,intlgrocery,2,"Food, water, sheltering",Yelp
Alrahman Food Store,29.72062,-95.5345,77063,intlgrocery,2,"Food, water, sheltering",Yelp
Thang Hung Food Market,29.8217451,-95.5251014,77080,intlgrocery,2,"Food, water, sheltering",Yelp
I-Fresh,29.718762,-95.539282,77036,intlgrocery,2,"Food, water, sheltering",Yelp
El Ahorro Supermarket,29.7944049,-95.5435309,77055,intlgrocery,2,"Food, water, sheltering",Yelp
The Teahouse Tapioca & Tea,29.7414038439282,-95.4103287014974,77098,juicebars,2,"Food, water, sheltering",Yelp
Sunshine's Health Food Store And Vegetarian Deli,29.69974,-95.38054,77054,juicebars,2,"Food, water, sheltering",Yelp
Green Seed Vegan,29.7303089346866,-95.3765309942689,77004,juicebars,2,"Food, water, sheltering",Yelp
Juice Box,29.7038305367464,-95.5540012129669,77036,juicebars,2,"Food, water, sheltering",Yelp
Hobbit Cafe,29.7340113,-95.4140505,77098,juicebars,2,"Food, water, sheltering",Yelp
Teapresso Bar,29.80146,-95.41061,77008,juicebars,2,"Food, water, sheltering",Yelp
Earthcraft Juicery,29.74261153,-95.450549,77027,juicebars,2,"Food, water, sheltering",Yelp
JuiceWell,29.7324326,-95.4379318,77008,juicebars,2,"Food, water, sheltering",Yelp
Sharetea,29.704360108537,-95.5530861281889,77036,juicebars,2,"Food, water, sheltering",Yelp
EQ Heights,29.7902470237642,-95.3972217813134,77008,juicebars,2,"Food, water, sheltering",Yelp
Sustain Juicery,29.70536817,-95.44241217,77025,juicebars,2,"Food, water, sheltering",Yelp
JuiceLand,29.7818164825439,-95.3922729492188,77007,juicebars,2,"Food, water, sheltering",Yelp
Green Fork & Straw,29.74197,-95.41101,77098,juicebars,2,"Food, water, sheltering",Yelp
Tea Top,29.704321,-95.553483,77036,juicebars,2,"Food, water, sheltering",Yelp
Nourish Juice Bar,29.7535390767494,-95.3915699128628,77019,juicebars,2,"Food, water, sheltering",Yelp
Tapioca House,29.7051706,-95.5440358,77036,juicebars,2,"Food, water, sheltering",Yelp
Green Lane Co,29.7470065044867,-95.5596340359611,77042,juicebars,2,"Food, water, sheltering",Yelp
Juice Girl,29.8026638,-95.4006838,77008,juicebars,2,"Food, water, sheltering",Yelp
Gogo Ice,29.7051571,-95.5449192,77036,juicebars,2,"Food, water, sheltering",Yelp
Green Earth Juicery & Cafe,29.8081759,-95.409775,77008,juicebars,2,"Food, water, sheltering",Yelp
Sunshine's Health Food Store And Vegetarian Deli,29.69974,-95.38054,77054,juicebars,2,"Food, water, sheltering",Yelp
Green Seed Vegan,29.7303089346866,-95.3765309942689,77004,juicebars,2,"Food, water, sheltering",Yelp
Juice Box,29.7038305367464,-95.5540012129669,77036,juicebars,2,"Food, water, sheltering",Yelp
Hobbit Cafe,29.7340113,-95.4140505,77098,juicebars,2,"Food, water, sheltering",Yelp
Teapresso Bar,29.80146,-95.41061,77008,juicebars,2,"Food, water, sheltering",Yelp
Earthcraft Juicery,29.74261153,-95.450549,77027,juicebars,2,"Food, water, sheltering",Yelp
JuiceWell,29.7324326,-95.4379318,77008,juicebars,2,"Food, water, sheltering",Yelp
Sharetea,29.704360108537,-95.5530861281889,77036,juicebars,2,"Food, water, sheltering",Yelp
EQ Heights,29.7902470237642,-95.3972217813134,77008,juicebars,2,"Food, water, sheltering",Yelp
Sustain Juicery,29.70536817,-95.44241217,77025,juicebars,2,"Food, water, sheltering",Yelp
JuiceLand,29.7818164825439,-95.3922729492188,77007,juicebars,2,"Food, water, sheltering",Yelp
Green Fork & Straw,29.74197,-95.41101,77098,juicebars,2,"Food, water, sheltering",Yelp
Tea Top,29.704321,-95.553483,77036,juicebars,2,"Food, water, sheltering",Yelp
