Business_name,latitude,longitude,category,lifeline_num,lifeline_name,Source
Diesel Fuel Maintenance Inc,29.664763,-95.0356879,Fuel supplier,4,"Energy (Power, Fule, etc.)",Google
Martin Energy Services,29.7462173,-95.1227159,Fuel supplier,4,"Energy (Power, Fule, etc.)",Google
Relevant Fuel Solutions,30.0078527,-95.3978265,Fuel supplier,4,"Energy (Power, Fule, etc.)",Google
C&W Veloce Services Diesel Fuel Purification,30.0481857,-95.57749,Fuel supplier,4,"Energy (Power, Fule, etc.)",Google
4Refuel,29.7768156,-95.2789332,Fuel supplier,4,"Energy (Power, Fule, etc.)",Google
"Three L., Inc.",29.6334899,-95.4062454,Fuel supplier,4,"Energy (Power, Fule, etc.)",Google
Kinder Morgan Inc,29.740558,-95.2500079,Fuel supplier,4,"Energy (Power, Fule, etc.)",Google
Colonial Pipeline Co,29.8882395,-95.106536,colonial pipeline,4,"Energy (Power, Fule, etc.)",Google
Colonial Pipeline Co,29.722599,-95.1822433,colonial pipeline,4,"Energy (Power, Fule, etc.)",Google
Explorer Pipeline,29.806057,-95.23367,colonial pipeline,4,"Energy (Power, Fule, etc.)",Google
Rio Grande LNG,29.758249,-95.3682053,colonial pipeline,4,"Energy (Power, Fule, etc.)",Google
Magnolia LNG,29.7568234,-95.3641726,colonial pipeline,4,"Energy (Power, Fule, etc.)",Google
Explorer Pipeline,29.6740346,-95.226084,colonial pipeline,4,"Energy (Power, Fule, etc.)",Google
Core & Main,29.7994842,-95.3022384,colonial pipeline,4,"Energy (Power, Fule, etc.)",Google
Core & Main,29.6666088,-95.2580947,colonial pipeline,4,"Energy (Power, Fule, etc.)",Google
Core & Main,29.852131,-95.5774918,colonial pipeline,4,"Energy (Power, Fule, etc.)",Google
Citation Oil & Gas Corporation. - Aviation,30.057784,-95.550305,gas company,4,"Energy (Power, Fule, etc.)",Google
"Quantum Gas & Power Services, Inc.",29.952174,-95.632924,gas company,4,"Energy (Power, Fule, etc.)",Google
Northern Natural Gas,29.757349,-95.3719384,gas company,4,"Energy (Power, Fule, etc.)",Google
Texican Natural Gas Co,29.7576147,-95.3703659,gas company,4,"Energy (Power, Fule, etc.)",Google
Contango Oil & Gas Company,29.7616891,-95.3642277,gas company,4,"Energy (Power, Fule, etc.)",Google
Natural Gas Exchange Inc,29.979112,-95.5640749,gas company,4,"Energy (Power, Fule, etc.)",Google
Cedar Gas Co,29.7484119,-95.4735904,gas company,4,"Energy (Power, Fule, etc.)",Google
Transtexas Gas Corporation,29.467626,-94.9654709,gas company,4,"Energy (Power, Fule, etc.)",Google
Oklahoma Natural Gas Co,29.9465527,-95.4212707,gas company,4,"Energy (Power, Fule, etc.)",Google
S K Gas Co Houstonoffice,29.754054,-95.46107,gas company,4,"Energy (Power, Fule, etc.)",Google
Florida Gas Transmission Company,29.7547591,-95.3673237,gas company,4,"Energy (Power, Fule, etc.)",Google
Oz Gas Corporation,30.0025676,-95.5827161,gas company,4,"Energy (Power, Fule, etc.)",Google
Texas Gas & Oil,29.6785653,-95.4184954,gas company,4,"Energy (Power, Fule, etc.)",Google
Gulf Coast LP Gas Company,29.539514,-95.448031,gas company,4,"Energy (Power, Fule, etc.)",Google
Saturn Gas Systems,30.0254499,-95.4268847,gas company,4,"Energy (Power, Fule, etc.)",Google
A-B Gas/a Plus Gas Co Inc,29.8043999,-95.4677058,gas company,4,"Energy (Power, Fule, etc.)",Google
Superior Natural Gas Corporation,29.757703,-95.3688423,gas company,4,"Energy (Power, Fule, etc.)",Google
Northstar Gas Co Inc,29.7573599,-95.638622,gas company,4,"Energy (Power, Fule, etc.)",Google
Morgan Creek Gas Processing Co,29.7692923,-95.4584806,gas company,4,"Energy (Power, Fule, etc.)",Google
Irish Oil & Gas Co,29.738679,-95.551107,gas company,4,"Energy (Power, Fule, etc.)",Google
"Electrical & HVAC Supply, LLC.",29.7049069,-95.5756326,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Southern Electrical Surplus,30.0955475,-95.4331403,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Wildcat Electric Supply Ltd,29.7596973,-95.314008,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Azur Electric & Controls,29.5936053,-95.1722344,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Pool & Electrical Products - Houston,29.6665224,-95.5691994,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
ZEUS Control and Power Distribution,29.8182315,-95.3992123,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Alamo Transformer Supply Co,29.630721,-95.308291,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
ERCO Electrical Redesign Co,29.7577415,-95.3176498,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Schneider Electric,29.9421357,-95.5063357,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
basic supply houston tx,29.7500765,-95.3114322,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
SAI Power Systems Inc,30.0665456,-95.5895431,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Schneider Electric,29.9368306,-95.4798871,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Willis Electrical Sales of Texas,29.95783,-95.5206324,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Dealers Electrical Supply,29.8301405,-95.385203,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
"IES - Industrial Electronic Supply, Inc.",29.8563374,-95.5256274,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Source IEx,30.0544914,-95.4400783,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
RwdeffenbaughElectric,30.0973139,-95.6090625,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Tungstone Power LLC,29.8712461,-95.3806119,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Horn Electric,29.752912,-95.355137,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Graybar Electric Supply,29.6949264,-95.0560015,Electrical equipment supplier,4,"Energy (Power, Fule, etc.)",Google
Electric Substation,29.7248641,-95.0602066,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
El Dorado Substation,29.5618088,-95.141221,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
Glendwood Substation (CNP),29.8507623,-95.2664031,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
Highlands Substation (CNP),29.8001535,-95.0314261,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
W.A Parish Substation,29.48493,-95.6299057,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
Memorial Actual Substation (CNP),29.7710336,-95.6173249,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
Southwyck Substation (CNP),29.552101,-95.3890747,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
Grant Substation (CNP),29.7033192,-95.401694,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
CenterPoint Energy Kuykendahl Substation,30.0892571,-95.5257398,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
Memorial Mobile Substation (CNP),29.7712327,-95.6156673,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
Garth Substation,29.7817998,-94.9815616,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
CenterPoint Energy Fry Road Substation,29.9127988,-95.724325,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
Gable St. Substation (CNP),29.7627399,-95.3522757,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
O'Brien Substation (CNP),29.6727771,-95.7154871,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
H.O Clarke Substation (CNP),29.6500485,-95.4486233,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
Zenith Subtation (CNP),29.909584,-95.7773689,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
Bellaire Substation (CNP),29.7249779,-95.4499813,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
Tomball Substation (CNP),30.0901928,-95.605864,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
PH Robinson Substation (CNP),29.4857105,-94.9814874,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
Hyde Park Substation (CNP),29.7478569,-95.3840605,Electrical substation,4,"Energy (Power, Fule, etc.)",Google
Power Plant,29.7265668,-95.0597902,power plant,4,"Energy (Power, Fule, etc.)",Google
Brazos Valley Energy Power Plant,29.472493,-95.6231814,power plant,4,"Energy (Power, Fule, etc.)",Google
WA Parish Plant,29.4781744,-95.6311736,power plant,4,"Energy (Power, Fule, etc.)",Google
Biofuels Power Corporation,29.6503733,-95.4509174,power plant,4,"Energy (Power, Fule, etc.)",Google
Calpine Deer Park Energy Center,29.7119946,-95.1340036,power plant,4,"Energy (Power, Fule, etc.)",Google
NRG San Jacinto Power Plant,29.6946137,-95.0406381,power plant,4,"Energy (Power, Fule, etc.)",Google
UH Central Power Plant,29.7219845,-95.3420055,power plant,4,"Energy (Power, Fule, etc.)",Google
W.A. Parish Generating Station,29.4742594,-95.6351609,power plant,4,"Energy (Power, Fule, etc.)",Google
Friendswood Energy Center,29.6479546,-95.4466119,power plant,4,"Energy (Power, Fule, etc.)",Google
NRG Energy - Greens Bayou Plant,29.8216138,-95.2193266,power plant,4,"Energy (Power, Fule, etc.)",Google
"Texas Power Generation, LLC",29.5788056,-95.1068661,power plant,4,"Energy (Power, Fule, etc.)",Google
PowerPlant,29.836812,-95.124381,power plant,4,"Energy (Power, Fule, etc.)",Google
Signal Hill Power,29.7690978,-95.458443,power plant,4,"Energy (Power, Fule, etc.)",Google
Smith Power Systems,29.939806,-95.404679,power plant,4,"Energy (Power, Fule, etc.)",Google
LaPorte Power Station,29.7030064,-95.0718403,power plant,4,"Energy (Power, Fule, etc.)",Google
Parkhurst Resoures Power,29.7387615,-95.3838132,power plant,4,"Energy (Power, Fule, etc.)",Google
TH Wharton Generating Station,29.9410999,-95.5323454,power plant,4,"Energy (Power, Fule, etc.)",Google
EIF Channelview Cogeneration,29.8367805,-95.1203308,power plant,4,"Energy (Power, Fule, etc.)",Google
Electric Power Generation,29.542051,-95.1033952,power plant,4,"Energy (Power, Fule, etc.)",Google
Thermal Energy Corporation - South Main Plant,29.704781,-95.4049791,power plant,4,"Energy (Power, Fule, etc.)",Google
Brazos Valley Energy Power Plant,29.472493,-95.6231814,nuclear power plant,7,Hazardous Waste,Google
Biofuels Power Corporation,29.6503733,-95.4509174,nuclear power plant,7,Hazardous Waste,Google
Calpine Deer Park Energy Center,29.7119946,-95.1340036,nuclear power plant,7,Hazardous Waste,Google
WA Parish Plant,29.4781744,-95.6311736,nuclear power plant,7,Hazardous Waste,Google
EIF Channelview Cogeneration,29.8367805,-95.1203308,nuclear power plant,7,Hazardous Waste,Google
NRG San Jacinto Power Plant,29.6946137,-95.0406381,nuclear power plant,7,Hazardous Waste,Google
TH Wharton Generating Station,29.9410999,-95.5323454,nuclear power plant,7,Hazardous Waste,Google
UH Central Power Plant,29.7219845,-95.3420055,nuclear power plant,7,Hazardous Waste,Google
The Babcock & Wilcox Company,29.941734,-95.3972404,nuclear power plant,7,Hazardous Waste,Google
Exelon,29.7551426,-95.3632657,nuclear power plant,7,Hazardous Waste,Google
American Tower Corporation,29.8977762,-95.4421484,houston cell towers,5,Communications,Google
American Tower Corporation,29.8169478,-95.1386783,houston cell towers,5,Communications,Google
American Tower Corporation,29.9064998,-95.5237716,houston cell towers,5,Communications,Google
American Tower Corporation,29.8359225,-95.3782513,houston cell towers,5,Communications,Google
American Tower Corporation,29.6472253,-95.2587,houston cell towers,5,Communications,Google
Crown Castle,29.7317578,-95.3687721,houston cell towers,5,Communications,Google
Wireless Management Inc,29.8172763,-95.4830083,houston cell towers,5,Communications,Google
Cell Image,29.6509337,-95.2161163,houston cell towers,5,Communications,Google
ADCOM Wireless,29.7828416,-95.7007703,houston cell towers,5,Communications,Google
Crown Castle,29.7547307,-95.4832257,houston cell towers,5,Communications,Google
American Tower Corporation,29.3988081,-95.1964086,houston cell towers,5,Communications,Google
American Tower Corporation,29.7340061,-95.0909531,houston cell towers,5,Communications,Google
Shaffer Tower Services Incorporated,29.6768789,-95.3058146,houston cell towers,5,Communications,Google
American Tower Corporation,30.007068,-95.2201242,houston cell towers,5,Communications,Google
T-Mobile,29.6982528,-95.5185507,houston cell towers,5,Communications,Google
TOTAL WIRELESS,29.8682876,-95.4713826,houston cell towers,5,Communications,Google
Williams Tower,29.7373092,-95.4616354,houston cell towers,5,Communications,Google
Verizon,29.7371278,-95.5842059,houston cell towers,5,Communications,Google
SignalBooster.com,29.7363449,-95.5245354,houston cell towers,5,Communications,Google
Crown Castle,29.9363301,-95.5304542,houston cell towers,5,Communications,Google
George Bush Intercontinental/Houston Airport (IAH),29.9902199,-95.3367827,houston airport,6,Transportation,Google
William P. Hobby Airport (HOU),29.6459141,-95.2768951,houston airport,6,Transportation,Google
West Houston Airport,29.8155684,-95.6736523,houston airport,6,Transportation,Google
George Bush Airport,29.9871658,-95.3378398,houston airport,6,Transportation,Google
Houston Airports,29.9868968,-95.3500577,houston airport,6,Transportation,Google
Houston Airport System,29.9876813,-95.3337644,houston airport,6,Transportation,Google
KIAH - George Bush Int.,29.9895255,-95.3383436,houston airport,6,Transportation,Google
Iah,29.9856087,-95.3338869,houston airport,6,Transportation,Google
Houston Airport Systems - IAH Electrical,29.9827755,-95.322138,houston airport,6,Transportation,Google
Houston Airport System Administration Building,29.9652038,-95.3345156,houston airport,6,Transportation,Google
Houston Southwest Airport,29.5075664,-95.4680578,houston airport,6,Transportation,Google
Ellington Airport,29.6038999,-95.1762587,houston airport,6,Transportation,Google
"IAH Terminal A, Bus Ramp",29.98628,-95.3499264,houston airport,6,Transportation,Google
Houston Airport Galveston,29.7834674,-95.5968894,houston airport,6,Transportation,Google
Hobby Airport,29.6556102,-95.2779154,houston airport,6,Transportation,Google
The Parking Spot JFK - (IAH Airport),29.9477627,-95.3304237,houston airport,6,Transportation,Google
Signature Flight Support IAH - George Bush Intercontinental/Houston Airport,29.967846,-95.3527155,houston airport,6,Transportation,Google
Port of Houston Authority,29.729997,-95.272407,houston port,6,Transportation,Google
Port of Houston Authority,29.6774979,-94.9957885,houston port,6,Transportation,Google
The Port of Houston Authority,29.612873,-95.025129,houston port,6,Transportation,Google
Houston Port Trucking,29.79585,-95.236135,houston port,6,Transportation,Google
Bayport Container Terminal,29.6051733,-95.0060993,houston port,6,Transportation,Google
Greater Houston Port Bureau,29.7079779,-95.1404544,houston port,6,Transportation,Google
Port of Houston Authority,29.7711073,-95.1030113,houston port,6,Transportation,Google
Port of Houston Authority: Mcqueen James,29.7299971,-95.2724072,houston port,6,Transportation,Google
Sam Houston Boat Tour,29.7487446,-95.2926254,houston port,6,Transportation,Google
Denver Harbor/ Port Houston,29.7743832,-95.3011399,houston port,6,Transportation,Google
City Dock,29.7399077,-95.2769183,houston port,6,Transportation,Google
Ports America,29.7299971,-95.2724072,houston port,6,Transportation,Google
Port Of Houston Dock 1-7,29.7476004,-95.2882276,houston port,6,Transportation,Google
Cooper/Ports America,29.752442,-95.28323,houston port,6,Transportation,Google
Maintenance Building Port of Houston Authority Barbours Cut Container Terminal,29.6783563,-94.9910862,houston port,6,Transportation,Google
Clinton Dr @ Port Houston Gate 8,29.7556615,-95.291755,houston port,6,Transportation,Google
Greens Port Industrial Terminal - Gate 5,29.748706,-95.1827161,houston port,6,Transportation,Google
Jacintoport International LLC,29.7500261,-95.1101499,houston port,6,Transportation,Google
Port of Houston Credentialing Office,29.7301217,-95.2730412,houston port,6,Transportation,Google
Port Houston Elementary School,29.7600272,-95.2832941,houston port,6,Transportation,Google
Houston Pipe Line Co LP,29.7601541,-95.3656692,houston pipeline,4,"Energy (Power, Fule, etc.)",Google
Sea Robin Pipeline Co,29.7388968,-95.4626051,houston pipeline,4,"Energy (Power, Fule, etc.)",Google
US Pipeline,29.7815583,-95.4348302,houston pipeline,4,"Energy (Power, Fule, etc.)",Google
Harris County Household Hazardous Waste Collection Facility BY APPOINTMENT ONLY,29.8687498,-95.541927,hazardous waste,7,Hazardous Waste,Google
Stella Roberts Recycling Center,29.5451686,-95.3099006,hazardous waste,7,Hazardous Waste,Google
Montgomery County Precinct 3 Residential Recycling Center,30.113026,-95.4533325,hazardous waste,7,Hazardous Waste,Google
SWM - Environmental Services Center,29.6496414,-95.4644161,hazardous waste,7,Hazardous Waste,Google
Sharps Compliance Medical Waste Disposal,29.6711452,-95.413722,hazardous waste,7,Hazardous Waste,Google
Kingwood Recycling Center,30.054375,-95.182936,hazardous waste,7,Hazardous Waste,Google
"Gamma Waste Systems Medical Waste Disposal APHIS MarPol Waste, OSHA Training",29.711136,-95.204518,hazardous waste,7,Hazardous Waste,Google
Ellington Airport/Clear Lake Neighborhood Recycling Center,29.5957191,-95.1707752,hazardous waste,7,Hazardous Waste,Google
City of Pasadena Recycling Center,29.6823444,-95.1723568,hazardous waste,7,Hazardous Waste,Google
Clean Harbors Environmental,29.7310855,-95.094282,hazardous waste,7,Hazardous Waste,Google
Lone Star Disposal and Recycling Facility,29.5919753,-95.4383374,hazardous waste,7,Hazardous Waste,Google
Westpark Consumer Recycling Center,29.7249656,-95.4829397,hazardous waste,7,Hazardous Waste,Google
Weebble Junk Removal & Hauling Downtown Houston,29.7389737,-95.4643477,hazardous waste,7,Hazardous Waste,Google
Stericycle,29.5466756,-95.4440806,hazardous waste,7,Hazardous Waste,Google
Clean Harbors Environmental,29.7079101,-95.091242,hazardous waste,7,Hazardous Waste,Google
Clean Harbors Environmental,29.6288976,-95.1615555,hazardous waste,7,Hazardous Waste,Google
Houston Medical Waste Disposal,29.7562771,-95.3656347,hazardous waste,7,Hazardous Waste,Google
TEXAN JUNK REMOVAL & DEMOLITION,29.5777708,-95.4192407,hazardous waste,7,Hazardous Waste,Google
Houston City-Northeast,29.8120837,-95.3368037,hazardous waste,7,Hazardous Waste,Google
Excel Medical Waste,29.6890486,-95.3127874,hazardous waste,7,Hazardous Waste,Google
Minute Maid Park,29.757271,-95.355517,stadiumsarenas,2,"Food, water, sheltering",Yelp
Toyota Center,29.75175,-95.36202,stadiumsarenas,2,"Food, water, sheltering",Yelp
BBVA Stadium,29.752236,-95.352425,stadiumsarenas,2,"Food, water, sheltering",Yelp
NRG Stadium,29.6850689,-95.41098118,stadiumsarenas,2,"Food, water, sheltering",Yelp
TDECU Stadium,29.7220443,-95.34918788,stadiumsarenas,2,"Food, water, sheltering",Yelp
Darryl & Lori Schroeder Park,29.72743352,-95.35024524,stadiumsarenas,2,"Food, water, sheltering",Yelp
NRG Park,29.681146,-95.406024,stadiumsarenas,2,"Food, water, sheltering",Yelp
Reckling Park,29.712471,-95.4033966,stadiumsarenas,2,"Food, water, sheltering",Yelp
NRG Arena,29.681185,-95.405938,stadiumsarenas,2,"Food, water, sheltering",Yelp
Fertitta Center,29.724757,-95.346949,stadiumsarenas,2,"Food, water, sheltering",Yelp
Hofheinz Pavilion,29.7239065,-95.3472346,stadiumsarenas,2,"Food, water, sheltering",Yelp
Tudor Fieldhouse,29.71494079,-95.40371815,stadiumsarenas,2,"Food, water, sheltering",Yelp
Carl Lewis International Track & Field Complex,29.72607237,-95.34777693,stadiumsarenas,2,"Food, water, sheltering",Yelp
Harris County Houston Sports Authority,29.7545745,-95.3625427,stadiumsarenas,2,"Food, water, sheltering",Yelp
Houston Astros Baseball Club,29.76527214,-95.36576843,stadiumsarenas,2,"Food, water, sheltering",Yelp
Rice Stadium,29.69110388,-95.41725622,stadiumsarenas,2,"Food, water, sheltering",Yelp
Delmar Stadium,29.802793,-95.457139,stadiumsarenas,2,"Food, water, sheltering",Yelp
Toyota Center,29.75175,-95.36202,stadiumsarenas,2,"Food, water, sheltering",Yelp
BBVA Stadium,29.752236,-95.352425,stadiumsarenas,2,"Food, water, sheltering",Yelp
NRG Stadium,29.6850689,-95.41098118,stadiumsarenas,2,"Food, water, sheltering",Yelp
TDECU Stadium,29.7220443,-95.34918788,stadiumsarenas,2,"Food, water, sheltering",Yelp
Darryl & Lori Schroeder Park,29.72743352,-95.35024524,stadiumsarenas,2,"Food, water, sheltering",Yelp
NRG Park,29.681146,-95.406024,stadiumsarenas,2,"Food, water, sheltering",Yelp
Reckling Park,29.712471,-95.4033966,stadiumsarenas,2,"Food, water, sheltering",Yelp
NRG Arena,29.681185,-95.405938,stadiumsarenas,2,"Food, water, sheltering",Yelp
Fertitta Center,29.724757,-95.346949,stadiumsarenas,2,"Food, water, sheltering",Yelp
Hofheinz Pavilion,29.7239065,-95.3472346,stadiumsarenas,2,"Food, water, sheltering",Yelp
Tudor Fieldhouse,29.71494079,-95.40371815,stadiumsarenas,2,"Food, water, sheltering",Yelp
Carl Lewis International Track & Field Complex,29.72607237,-95.34777693,stadiumsarenas,2,"Food, water, sheltering",Yelp
Harris County Houston Sports Authority,29.7545745,-95.3625427,stadiumsarenas,2,"Food, water, sheltering",Yelp
Houston Astros Baseball Club,29.76527214,-95.36576843,stadiumsarenas,2,"Food, water, sheltering",Yelp
Rice Stadium,29.69110388,-95.41725622,stadiumsarenas,2,"Food, water, sheltering",Yelp
Delmar Stadium,29.802793,-95.457139,stadiumsarenas,2,"Food, water, sheltering",Yelp
BBVA Stadium,29.752236,-95.352425,stadiumsarenas,2,"Food, water, sheltering",Yelp
NRG Stadium,29.6850689,-95.41098118,stadiumsarenas,2,"Food, water, sheltering",Yelp
TDECU Stadium,29.7220443,-95.34918788,stadiumsarenas,2,"Food, water, sheltering",Yelp
Darryl & Lori Schroeder Park,29.72743352,-95.35024524,stadiumsarenas,2,"Food, water, sheltering",Yelp
NRG Park,29.681146,-95.406024,stadiumsarenas,2,"Food, water, sheltering",Yelp
Reckling Park,29.712471,-95.4033966,stadiumsarenas,2,"Food, water, sheltering",Yelp
NRG Arena,29.681185,-95.405938,stadiumsarenas,2,"Food, water, sheltering",Yelp
Fertitta Center,29.724757,-95.346949,stadiumsarenas,2,"Food, water, sheltering",Yelp
Hofheinz Pavilion,29.7239065,-95.3472346,stadiumsarenas,2,"Food, water, sheltering",Yelp
Tudor Fieldhouse,29.71494079,-95.40371815,stadiumsarenas,2,"Food, water, sheltering",Yelp
Carl Lewis International Track & Field Complex,29.72607237,-95.34777693,stadiumsarenas,2,"Food, water, sheltering",Yelp
Harris County Houston Sports Authority,29.7545745,-95.3625427,stadiumsarenas,2,"Food, water, sheltering",Yelp
Houston Astros Baseball Club,29.76527214,-95.36576843,stadiumsarenas,2,"Food, water, sheltering",Yelp
Rice Stadium,29.69110388,-95.41725622,stadiumsarenas,2,"Food, water, sheltering",Yelp
Delmar Stadium,29.802793,-95.457139,stadiumsarenas,2,"Food, water, sheltering",Yelp
NRG Stadium,29.6850689,-95.41098118,stadiumsarenas,2,"Food, water, sheltering",Yelp
TDECU Stadium,29.7220443,-95.34918788,stadiumsarenas,2,"Food, water, sheltering",Yelp
Darryl & Lori Schroeder Park,29.72743352,-95.35024524,stadiumsarenas,2,"Food, water, sheltering",Yelp
NRG Park,29.681146,-95.406024,stadiumsarenas,2,"Food, water, sheltering",Yelp
Reckling Park,29.712471,-95.4033966,stadiumsarenas,2,"Food, water, sheltering",Yelp
NRG Arena,29.681185,-95.405938,stadiumsarenas,2,"Food, water, sheltering",Yelp
Fertitta Center,29.724757,-95.346949,stadiumsarenas,2,"Food, water, sheltering",Yelp
Hofheinz Pavilion,29.7239065,-95.3472346,stadiumsarenas,2,"Food, water, sheltering",Yelp
Tudor Fieldhouse,29.71494079,-95.40371815,stadiumsarenas,2,"Food, water, sheltering",Yelp
Carl Lewis International Track & Field Complex,29.72607237,-95.34777693,stadiumsarenas,2,"Food, water, sheltering",Yelp
Harris County Houston Sports Authority,29.7545745,-95.3625427,stadiumsarenas,2,"Food, water, sheltering",Yelp
Houston Astros Baseball Club,29.76527214,-95.36576843,stadiumsarenas,2,"Food, water, sheltering",Yelp
Rice Stadium,29.69110388,-95.41725622,stadiumsarenas,2,"Food, water, sheltering",Yelp
Delmar Stadium,29.802793,-95.457139,stadiumsarenas,2,"Food, water, sheltering",Yelp
Houston Food Bank,29.781014,-95.274751,foodbanks,2,"Food, water, sheltering",Yelp
Houston Food Bank Teacher's Aid,29.77928211,-95.27991202,foodbanks,2,"Food, water, sheltering",Yelp
Stone Soup,29.72366421,-95.48964752,foodbanks,2,"Food, water, sheltering",Yelp
Heights Interfaith Ministries Food Pantry,29.78971,-95.37445,foodbanks,2,"Food, water, sheltering",Yelp
Social Good in Action,29.89149949,-95.308045,foodbanks,2,"Food, water, sheltering",Yelp
Charitable Resource Group,29.93838,-95.39974,foodbanks,2,"Food, water, sheltering",Yelp
Houston Food Bank Teacher's Aid,29.77928211,-95.27991202,foodbanks,2,"Food, water, sheltering",Yelp
Stone Soup,29.72366421,-95.48964752,foodbanks,2,"Food, water, sheltering",Yelp
Heights Interfaith Ministries Food Pantry,29.78971,-95.37445,foodbanks,2,"Food, water, sheltering",Yelp
Social Good in Action,29.89149949,-95.308045,foodbanks,2,"Food, water, sheltering",Yelp
Charitable Resource Group,29.93838,-95.39974,foodbanks,2,"Food, water, sheltering",Yelp
Stone Soup,29.72366421,-95.48964752,foodbanks,2,"Food, water, sheltering",Yelp
Heights Interfaith Ministries Food Pantry,29.78971,-95.37445,foodbanks,2,"Food, water, sheltering",Yelp
Social Good in Action,29.89149949,-95.308045,foodbanks,2,"Food, water, sheltering",Yelp
Charitable Resource Group,29.93838,-95.39974,foodbanks,2,"Food, water, sheltering",Yelp
Heights Interfaith Ministries Food Pantry,29.78971,-95.37445,foodbanks,2,"Food, water, sheltering",Yelp
Social Good in Action,29.89149949,-95.308045,foodbanks,2,"Food, water, sheltering",Yelp
Charitable Resource Group,29.93838,-95.39974,foodbanks,2,"Food, water, sheltering",Yelp
Wildlife Center of Texas,29.7813715,-95.441616,animalshelters,2,"Food, water, sheltering",Yelp
Friends For Life,29.80628967,-95.39862061,animalshelters,2,"Food, water, sheltering",Yelp
BARC Animal Shelter and Adoptions,29.791499,-95.343781,animalshelters,2,"Food, water, sheltering",Yelp
Houston SPCA,29.7813715,-95.441616,animalshelters,2,"Food, water, sheltering",Yelp
Shaggy Dog Rescue,29.74146,-95.38976,animalshelters,2,"Food, water, sheltering",Yelp
Pup Squad Animal Rescue,29.75712,-95.36442,animalshelters,2,"Food, water, sheltering",Yelp
Houston Pets Alive Thrift,29.7225,-95.418,animalshelters,2,"Food, water, sheltering",Yelp
Scout's Honor Rescue,29.75516,-95.39842,animalshelters,2,"Food, water, sheltering",Yelp
"Miniature Schnauzer Rescue of Houston, Inc.",29.7601927,-95.3693896,animalshelters,2,"Food, water, sheltering",Yelp
Dachshund Rescue of Houston,29.763056,-95.363056,animalshelters,2,"Food, water, sheltering",Yelp
Save a Cat Rescue Adopt For Life,29.7383149,-95.4118115,animalshelters,2,"Food, water, sheltering",Yelp
BARC,29.79221,-95.34462,animalshelters,2,"Food, water, sheltering",Yelp
Statewide Animal Control,29.75246,-95.36977,animalshelters,2,"Food, water, sheltering",Yelp
Friends For Life,29.80628967,-95.39862061,animalshelters,2,"Food, water, sheltering",Yelp
BARC Animal Shelter and Adoptions,29.791499,-95.343781,animalshelters,2,"Food, water, sheltering",Yelp
Houston SPCA,29.7813715,-95.441616,animalshelters,2,"Food, water, sheltering",Yelp
Shaggy Dog Rescue,29.74146,-95.38976,animalshelters,2,"Food, water, sheltering",Yelp
Pup Squad Animal Rescue,29.75712,-95.36442,animalshelters,2,"Food, water, sheltering",Yelp
Houston Pets Alive Thrift,29.7225,-95.418,animalshelters,2,"Food, water, sheltering",Yelp
Scout's Honor Rescue,29.75516,-95.39842,animalshelters,2,"Food, water, sheltering",Yelp
